Make,Model,Year,Transmission,Engine,Electrical,Brakes,Structural,HVAC,Amount
GMC,Sierra 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Ford,Escape,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Dodge,Ram 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13500
Lexus,IS 500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6250
Dodge,Challenger,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Honda,Pilot,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Ford,Explorer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6000
Volkswagen,Taos,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Ford,Bronco Sport,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Chevrolet,Silverado 2500HD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Grand Cherokee,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Nissan,Rogue,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5000
Chevrolet,Camaro,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,13000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21000
Chevrolet,Colorado,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Kia,Sorento,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Ford,Focus,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Kia,Sorento,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Audi,Q5,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Mitsubishi,Outlander,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,Explorer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Genesis,G70,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Kia,Forte,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Hyundai,Santa Fe,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25250
Ford,Expedition,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Kia,Sorento,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Ram 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
GMC,Sierra 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7750
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
Honda,HR-V,2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7000
Hyundai,Sonata,2017,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3000
Hyundai,Tucson,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Mitsubishi,Outlander Sport,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8000
Dodge Ram,Ram 1500,2019,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9500
Dodge Ram,Ram 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
GMC,Sierra 1500,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4250
Volkswagen,Atlas,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge,Challenger,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Hyundai,Elantra,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
NIssan,Kicks,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Jeep,Grand Cherokee,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Colorado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5000
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Hyundai,Santa Fe,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Nissan,Versa,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Honda,Odyssey,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500 LTD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22500
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Land Rover,Discovery,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5000
Chevrolet,Suburban,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4500
Chevrolet,Tahoe,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13000
Nissan,Rogue,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Canyon,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24750
Hyundai,Tucson,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Malibu,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Malibu,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Chevrolet,Tahoe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Ford,Transit,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
BMW,3 Series,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Nissan,Titan,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Land Rover,Range Rover Velar,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Kia,Forte,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 2500HD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Wrangler Unlimited,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Hyundai,Accent,2018,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3500
Jeep,Cherokee,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Traverse,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Canyon,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Cadillac,Escalade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Cadillac,XT4,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Explorer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Ford,F-550,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11500
Jeep,Wrangler Unlimited,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Wrangler Unlimited,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Gladiator,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Honda,Odyssey,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Cadillac,Escalade,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 2500HD,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
GMC,Sierra 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Tahoe,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
Chevrolet,Tahoe,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Volkswagen,Passat,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Hyundai,Elantra,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4400
Chevrolet,Silverado 1500,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
GMC,Yukon,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Grand Cherokee,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7750
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Nissan,Rogue AWD,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Ford,Explorer,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3800
Hyundai,Santa Fe,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3800
Jeep,Gladiator,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Dodge Ram,Ram 3500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Dodge Ram,Ram 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24250
Ford,Mustang,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Ford,Bronco Sport,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,13000
Nissan,Titan,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
GMC,Sierra 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Jeep,Gladiator,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14500
Dodge Ram,RAM 2500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2019,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Chrysler,Pacifica,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,24500
Chevrolet,Traverse,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
GMC,Canyon,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Dodge Ram,Ram 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 3500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10500
Chevrolet,Silverado 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Mazda,CX-5,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Suburban,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Volkswagen,Atlas,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Ford,F-350 Super Duty,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Jeep,Grand Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chrysler,Pacifica,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10500
Chevrolet,Suburban,2018,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,5000
Nissan,Pathfinder,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4750
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Trax,2018,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2500
Cadillac,Escalade,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Kia,Forte,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Hyundai,Santa Fe,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Ford,F-150,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Kia,Sorento Hybrid,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Gladiator,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Dodge Ram,RAM 2500,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Ford,F-150,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
GMC,Acadia,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Grand Cherokee,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado 2500HD,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9000
Dodge Ram,RAM 2500,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7000
Ford,Expedition,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12500
Nissan,Pathfinder,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
Hyundai,Sonata,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Volkswagen,Taos,2022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8000
Land Rover,Velar,2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5500
Chevrolet,Camaro,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Hyundai,Santa Fe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Tahoe,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10000
Chevrolet,Silverado,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 3500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Hyundai,Santa Fe Sport,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Terrain,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Dodge Ram,Ram ProMaster,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Hyundai,Sonata,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
GMC,Sierra 1500 2WD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
BMW,X5,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10250
Chevrolet,Tahoe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado 1500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Jeep,Grand Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Ford,Explorer,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,14000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Suburban,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10750
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500 LTD,2022,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9000
Kia,Sorento,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
GMC,Sierra 1500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Nissan,Pathfinder,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Dodge Ram,Ram 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Kia,Forte,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Equinox,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6250
Chevrolet,Camaro,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
NIssan,Titan XD 4WD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Volkswagen,Tiguan,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Subaru,Ascent,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Kia,Sorento,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Jeep,Wrangler Unlimited,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12500
Jeep,Grand Cherokee L,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,20000
Chevrolet,Silverado 2500HD,2022,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,15000
Dodge,Durango,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Nissan,NV Cargo,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5250
GMC,Acadia,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Ram 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Ford,Explorer,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9600
Ford,Mustang,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra 3500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9750
Chevrolet,Silverado,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,13000
Kia,Soul,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Mazda,CX-5,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3250
Land Rover,Range Rover Evoque,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Nissan,Rogue,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Colorado,2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Ford,Bronco,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4000
Lincoln,Navigator,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4200
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Camaro,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Ford,Expedition,2022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Buick,Encore,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Express,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
NIssan,Sentra,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9750
Jeep,Grand Cherokee,2023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11250
Chevrolet,Tahoe,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Cadillac,Escalade,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Sierra 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Honda,Odyssey,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Ford,Transit,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Tahoe,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra 3500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Cadillac,XTS,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Ford,Fusion,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
GMC,Sierra 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Mazda,6,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Renegade,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500 LTD,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Hyundai,Santa Fe,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3250
Cadillac,Escalade,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,17000
Dodge Ram,RAM 2500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
Buick,Encore GX,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Nissan,Titan,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5000
GMC,Sierra,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
Ford,Bronco Sport,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 2500HD,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Maserati,Ghibli,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Suburban,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16500
Acura,RDX,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Toyota,Tundra 4WD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Cadillac,CT6 Sedan,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Camaro,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6000
Volkswagen,Tiguan,2021,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8500
Jeep,Grand Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Dodge Ram,RAM 2500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chrysler,Journey,2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,6000
Hyundai,Santa Fe AWD,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4600
Hyundai,Elantra,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4700
Nissan,Rogue,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Jeep,Wrangler,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10500
Kia,Sportage,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Wrangler Unlimited,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13500
Honda,Civic,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7750
Ford,Fusion,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1500
Chevrolet,Tahoe,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11500
